T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
21.7,27.7,16.5,1014.3,48.0,18.5,13.7,22.2,160.66666666666666
17.4,21.4,14.9,1018.3,65.0,20.8,8.5,13.0,173.58333333333334
14.8,17.2,10.0,1017.2,80.0,14.0,6.5,11.1,261.6666666666667
20.8,25.7,12.6,1013.3,73.0,15.8,8.0,16.5,272.4166666666667
17.0,23.3,12.8,1021.0,46.0,20.8,10.4,24.1,226.29166666666663
14.8,19.1,9.8,1020.8,71.0,17.9,5.7,9.4,99.70833333333331
12.8,16.4,10.9,1019.9,72.0,11.9,7.2,20.6,217.375
10.2,12.2,8.6,1022.1,76.0,16.4,9.4,14.8,309.375
13.7,19.4,8.4,1012.9,53.0,21.4,10.6,14.8,166.91666666666666
10.1,14.4,6.4,1024.3,65.0,21.4,9.3,16.5,278.0
10.8,13.6,6.1,1014.4,70.0,14.6,9.3,22.2,192.33333333333331
9.8,14.6,8.0,1019.9,42.0,24.3,15.7,22.2,235.33333333333331
13.9,16.7,11.5,1017.5,91.0,8.2,6.3,14.8,221.54166666666663
14.7,19.3,10.9,1010.5,65.0,14.0,11.9,24.1,210.54166666666663
11.8,14.8,8.3,1019.2,57.0,20.8,8.0,20.6,251.20833333333331
14.6,20.4,8.9,1017.9,87.0,10.0,5.2,7.6,194.70833333333331
12.0,14.7,10.3,1017.7,89.0,8.9,8.9,13.0,250.875
14.6,19.3,10.2,1009.7,77.0,11.1,7.6,16.5,274.875
9.9,13.1,3.2,1023.8,70.0,20.0,7.4,11.1,160.0
10.9,13.8,8.6,1011.2,89.0,10.3,6.7,13.0,217.91666666666663
10.9,13.7,9.1,1017.5,50.0,22.2,12.8,20.6,184.20833333333331
11.1,16.5,5.9,1015.6,78.0,11.1,9.4,16.5,176.375
10.6,15.5,6.7,1023.1,48.0,27.2,9.3,18.3,185.95833333333331
11.3,15.9,5.7,1025.0,58.0,25.7,5.9,11.1,195.375
6.7,11.2,3.5,1016.1,61.0,21.4,7.4,13.0,365.2916666666667
9.3,13.9,3.0,1017.0,52.0,28.6,8.3,14.8,312.2083333333333
11.7,17.4,3.8,1009.3,52.0,22.2,12.0,20.6,237.625
10.3,15.3,3.4,1009.5,75.0,13.4,9.3,22.2,202.875
7.2,11.3,3.9,1006.4,57.0,18.3,11.5,16.5,260.1666666666667
5.5,10.1,1.8,1012.6,44.0,22.5,10.0,22.2,403.9583333333333
10.7,15.7,4.7,1024.8,53.0,24.3,5.9,9.4,284.1666666666667
9.3,14.5,5.5,1026.4,71.0,15.0,5.2,11.1,288.4166666666667
11.2,17.0,5.2,1028.3,70.0,15.8,5.7,9.4,256.8333333333333
6.2,10.5,4.1,1029.9,61.0,23.5,5.7,11.1,169.0
9.9,17.6,3.8,1016.0,63.0,21.4,8.7,27.8,186.04166666666663
8.5,18.8,4.9,1004.9,73.0,13.7,12.8,22.2,185.58333333333331
